0	b"I'm loving this new IOS5 update :) @apple"
1	b"I am so done with @Att and @apple 's profitering and lack of customer service, so fucking down with both!!!"
1	b'Gotta say the @Apple itouch iphone shuffle etc.. sound quality is AWFUL.. painfully crap. Its been a downgrade from @Sony sound quality wise'
1	b"Total chaos at @apple store regent street. Like an Ethiopian feeding station. Can't believe this is same co. that makes all that cool shit."
0	b".@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear"
1	b'Would it kill @apple to put a braille type bump on their earbuds so we know which bud is R and L in the dark.'
1	b"Hey @apple now I have iOS5 my iPhone doesn't include songs that are on compilation albums under the artist's name. #whaddupwitdat"
1	b'@phxguy88 @Apple @BGR That\'s why all the ppl who stand in line for hrs to get the "newest" model are suckers...'
1	b'Love @apple downloads. 4 hours and i-pad now wonky! #ripstevejobs #thenonsensepersists #neednewipadguide #fatfuckingchance'
1	b'@Steelo254 yea! I pre-order through @apple and they sorry too just like #AT&T'
1	b"@Apple can't send me an iPhone preordered 1hr after launching but they cans send 5 or 10 to all the jackasses who want to shoot or blend 'em"
1	b'Time to play a game called wait at the @apple store forever because the tourists are taking forever with their genius appointments.'
1	b'@apple why is my iPhone battery so crappy #fail'
